held_out_attack,outer_fold,feature_set,model,threshold,precision,recall,f1,balanced_accuracy,roc_auc,pr_auc,false_positive_rate,attack_event_recall,attacked_run_recall,normal_run_false_positive_rate,tn,fp,fn,tp
mitm_trajectory_manipulation,2,physical_only,random_forest,0.46,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.0,1.0,1.0,0.0,760,0,0,20
mitm_trajectory_manipulation,2,physical_only,hist_gradient_boosting,0.99,1.0,0.95,0.9743589743589743,0.975,1.0,1.0000000000000002,0.0,0.95,0.95,0.0,760,0,1,19
mitm_trajectory_manipulation,2,fused,logistic_regression,0.87,0.0,0.0,0.0,0.5,0.8644736842105264,0.1284618982181439,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,2,fused,random_forest,0.595,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,2,fused,hist_gradient_boosting,0.64,0.0,0.0,0.0,0.5,0.999671052631579,0.9891666666666666,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,3,cyber_only,logistic_regression,0.6950000000000001,0.0,0.0,0.0,0.5,0.7386184210526316,0.06295542984268795,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,3,cyber_only,random_forest,0.52,0.0,0.0,0.0,0.5,0.9984868421052632,0.9732558139534884,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,3,cyber_only,hist_gradient_boosting,0.505,0.0,0.0,0.0,0.5,0.9961842105263158,0.9339861323317206,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,3,physical_only,logistic_regression,0.89,0.6111111111111112,0.55,0.5789473684210527,0.7703947368421054,0.9823684210526316,0.5563261867906861,0.009210526315789473,0.55,0.55,0.15,753,7,9,11
mitm_trajectory_manipulation,3,physical_only,random_forest,0.48000000000000004,1.0,0.95,0.9743589743589743,0.975,1.0,1.0000000000000002,0.0,0.95,0.95,0.0,760,0,1,19
mitm_trajectory_manipulation,3,physical_only,hist_gradient_boosting,0.17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,760,0,0,20
mitm_trajectory_manipulation,3,fused,logistic_regression,0.78,0.0,0.0,0.0,0.4993421052631579,0.9242763157894737,0.20377215226461545,0.0013157894736842105,0.0,0.0,0.025,759,1,20,0
mitm_trajectory_manipulation,3,fused,random_forest,0.72,0.0,0.0,0.0,0.5,0.9999342105263158,0.9976190476190476,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,3,fused,hist_gradient_boosting,0.8,0.0,0.0,0.0,0.5,0.9956578947368421,0.9199547777643753,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,4,cyber_only,logistic_regression,0.67,1.0,0.05,0.09523809523809523,0.525,0.6595394736842104,0.1286349400004347,0.0,0.05,0.05,0.0,760,0,19,1
mitm_trajectory_manipulation,4,cyber_only,random_forest,0.525,0.0,0.0,0.0,0.5,0.9918421052631579,0.7391416702682438,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,4,cyber_only,hist_gradient_boosting,0.035,0.0,0.0,0.0,0.5,0.9742763157894738,0.4722744763127787,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,4,physical_only,logistic_regression,0.935,1.0,0.4,0.5714285714285714,0.7,0.9796052631578946,0.7095796067591025,0.0,0.4,0.4,0.0,760,0,12,8
mitm_trajectory_manipulation,4,physical_only,random_forest,0.55,1.0,0.95,0.9743589743589743,0.975,1.0,1.0,0.0,0.95,0.95,0.0,760,0,1,19
mitm_trajectory_manipulation,4,physical_only,hist_gradient_boosting,0.905,1.0,0.95,0.9743589743589743,0.975,1.0,1.0,0.0,0.95,0.95,0.0,760,0,1,19
mitm_trajectory_manipulation,4,fused,logistic_regression,0.885,0.0,0.0,0.0,0.5,0.8537499999999999,0.15089658340560058,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,4,fused,random_forest,0.29500000000000004,1.0,0.8,0.8888888888888888,0.9,1.0,1.0,0.0,0.8,0.8,0.0,760,0,4,16
mitm_trajectory_manipulation,4,fused,hist_gradient_boosting,0.02,1.0,0.75,0.8571428571428571,0.875,0.9882236842105263,0.9261296424686519,0.0,0.75,0.75,0.0,760,0,5,15
mitm_trajectory_manipulation,5,cyber_only,logistic_regression,0.725,1.0,0.2,0.3333333333333333,0.6,0.9028947368421052,0.4259169468046588,0.0,0.2,0.2,0.0,760,0,16,4
mitm_trajectory_manipulation,5,cyber_only,random_forest,0.31,0.0,0.0,0.0,0.5,0.9988157894736842,0.9707161125319693,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,5,cyber_only,hist_gradient_boosting,0.385,0.0,0.0,0.0,0.5,0.9905263157894736,0.80326352106555,0.0,0.0,0.0,0.0,760,0,20,0
mitm_trajectory_manipulation,5,physical_only,logistic_regression,0.925,0.6363636363636364,0.35,0.45161290322580644,0.6723684210526315,0.9819736842105263,0.5660824719169563,0.005263157894736842,0.35,0.35,0.1,756,4,13,7
mitm_trajectory_manipulation,5,physical_only,random_forest,0.45,1.0,0.9,0.9473684210526315,0.95,0.9999999999999999,1.0000000000000002,0.0,0.9,0.9,0.0,760,0,2,18
mitm_trajectory_manipulation,5,physical_only,hist_gradient_boosting,0.055,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,760,0,0,20
mitm_trajectory_manipulation,5,fused,logistic_regression,0.93,1.0,0.15,0.2608695652173913,0.575,0.9183552631578947,0.47609610306404837,0.0,0.15,0.15,0.0,760,0,17,3
mitm_trajectory_manipulation,5,fused,random_forest,0.26,1.0,0.8,0.8888888888888888,0.9,0.9998026315789474,0.9934782608695654,0.0,0.8,0.8,0.0,760,0,4,16
mitm_trajectory_manipulation,5,fused,hist_gradient_boosting,0.675,0.0,0.0,0.0,0.5,0.9867763157894737,0.850412844048572,0.0,0.0,0.0,0.0,760,0,20,0
replay_attack,1,cyber_only,logistic_regression,0.92,0.0,0.0,0.0,0.492948717948718,0.4864102564102564,0.02988490708951715,0.014102564102564103,0.0,0.3,0.125,769,11,20,0
replay_attack,1,cyber_only,random_forest,0.63,0.0,0.0,0.0,0.5,0.9687820512820513,0.2974918814798188,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,1,cyber_only,hist_gradient_boosting,0.97,0.0,0.0,0.0,0.49935897435897436,0.7493910256410256,0.05947970210388201,0.001282051282051282,0.0,0.0,0.025,779,1,20,0
replay_attack,1,physical_only,logistic_regression,0.89,0.0,0.0,0.0,0.49038461538461536,0.28275641025641024,0.017051075750011836,0.019230769230769232,0.0,0.2,0.275,765,15,20,0
replay_attack,1,physical_only,random_forest,0.455,0.0,0.0,0.0,0.5,0.7815705128205128,0.07689865775395742,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,1,physical_only,hist_gradient_boosting,0.9500000000000001,0.0,0.0,0.0,0.5,0.5958974358974358,0.03971086867096754,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,1,fused,logistic_regression,0.86,0.0,0.0,0.0,0.49166666666666664,0.19692307692307695,0.015261039072323793,0.016666666666666666,0.0,0.2,0.225,767,13,20,0
replay_attack,1,fused,random_forest,0.5800000000000001,0.0,0.0,0.0,0.5,0.8878205128205128,0.10171515438242702,0.0,0.0,0.0,0.0,780,0,20,0
replay_attack,1,fused,hist_gradient_boosting,0.99,0.0,0.0,0.0,0.5,0.7708974358974359,0.06833735964525414,0.0,0.0,0.0,0.0,780,0,20,0
